age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
47,3,185870,13,2,12,0,4,1,0,0,60,39,<=50K
21,3,290504,10,4,7,4,4,1,0,0,40,39,<=50K
49,3,162264,9,4,6,1,2,1,0,0,40,39,<=50K
38,3,253716,9,0,2,1,4,1,0,0,40,39,<=50K
28,6,190525,14,4,10,1,4,1,0,0,50,39,<=50K
29,3,283227,13,4,10,1,4,1,0,0,40,39,<=50K
31,3,375221,7,4,14,1,2,1,0,0,35,39,<=50K
30,3,194971,9,2,7,0,1,1,0,0,52,3,<=50K
30,3,198091,9,4,2,1,4,1,0,0,44,39,<=50K
30,3,224462,7,2,14,0,4,1,0,0,50,39,<=50K
38,3,198751,9,0,5,1,1,1,0,0,40,40,<=50K
27,3,221166,13,2,3,0,4,1,0,0,45,39,<=50K
54,1,277777,13,2,10,5,4,0,3103,0,40,39,>50K
32,1,247156,9,2,7,0,2,1,3103,0,38,39,>50K
23,3,61777,13,2,12,0,4,1,2580,0,40,39,<=50K
20,3,204596,10,4,12,3,4,0,0,0,32,39,<=50K
23,3,27881,10,4,4,1,4,1,0,0,66,39,<=50K
48,3,332884,12,0,2,1,4,1,0,0,40,39,<=50K
60,3,178551,10,2,7,0,4,1,0,0,26,39,<=50K
22,3,215917,9,2,2,0,0,1,0,0,40,39,<=50K
56,3,284701,13,2,0,5,4,0,0,0,40,39,>50K
63,3,286990,10,2,12,0,4,1,0,0,50,39,>50K
22,3,163519,13,4,12,3,4,0,0,0,40,39,<=50K
51,3,123780,9,0,6,4,4,0,0,0,40,39,<=50K
39,3,108140,9,2,12,0,4,1,0,0,40,39,<=50K
31,0,469263,9,0,2,4,2,1,0,0,50,39,<=50K
52,3,216558,10,5,2,2,1,1,0,0,40,30,<=50K
46,3,149218,13,2,12,0,4,1,0,0,40,39,>50K
32,3,113453,13,2,0,5,4,0,0,0,24,39,>50K
46,3,23545,9,0,11,1,4,1,0,0,40,39,<=50K
29,1,152744,14,4,10,2,1,0,1506,0,40,39,<=50K
23,3,224217,7,4,14,1,4,1,0,0,40,33,<=50K
41,6,244522,9,0,11,4,4,1,0,0,55,39,<=50K
50,3,148121,10,6,3,4,1,0,0,0,40,39,<=50K
69,3,295425,12,2,3,0,4,1,0,0,24,39,<=50K
30,5,255424,15,2,10,0,4,1,0,0,55,39,<=50K
21,3,97214,9,4,0,3,4,0,0,0,35,39,<=50K
29,1,158703,10,2,7,0,4,1,0,0,40,39,<=50K
43,2,478972,9,2,8,0,4,1,0,0,50,39,<=50K
44,3,180383,10,2,5,0,4,1,0,0,60,39,<=50K
33,3,159123,10,2,0,0,4,1,0,0,40,39,>50K
51,3,231230,9,2,6,0,4,1,0,0,45,39,<=50K
25,3,134232,13,4,7,3,4,0,0,0,20,39,<=50K
23,3,90729,7,4,6,4,3,1,0,0,40,39,<=50K
36,3,275338,13,2,3,5,4,0,0,0,40,39,>50K
23,3,410446,9,4,2,3,4,1,0,0,40,39,<=50K
28,3,120475,9,4,2,1,4,1,0,0,35,39,<=50K
39,0,127048,10,4,3,4,4,0,0,0,40,39,<=50K
60,6,113544,13,2,3,0,4,1,0,0,50,39,>50K
34,4,233727,13,2,3,0,4,1,0,0,50,39,>50K
62,5,210064,10,6,10,4,4,1,0,0,20,39,<=50K
53,3,77462,10,5,10,1,4,1,0,0,60,39,<=50K
25,3,108001,10,2,5,0,4,1,0,0,45,39,<=50K
36,3,379522,9,2,2,0,4,1,15024,0,40,39,>50K
29,6,51461,12,4,13,1,4,1,0,0,45,39,<=50K
31,3,147270,10,4,0,3,4,0,0,0,35,39,<=50K
44,3,118212,6,2,6,0,4,1,0,0,40,39,<=50K
49,3,189792,14,2,10,0,4,1,0,0,60,39,<=50K
58,3,225623,10,2,7,0,4,1,0,0,40,0,<=50K
39,3,218490,15,2,10,0,4,1,15024,0,60,39,>50K
22,2,379883,10,4,8,3,4,0,0,0,40,39,<=50K
38,4,312232,13,2,12,0,4,1,0,0,55,39,>50K
47,3,234470,12,6,0,4,2,0,0,0,40,39,<=50K
19,3,389942,9,4,2,1,4,1,0,0,40,39,<=50K
38,3,79483,9,0,0,1,4,0,0,0,45,39,<=50K
39,3,389279,11,0,3,4,4,0,0,0,40,39,<=50K
50,5,107581,9,2,12,0,4,1,0,0,50,39,<=50K
38,3,176458,9,0,7,4,4,0,0,0,35,39,<=50K
19,3,70505,10,4,7,1,4,0,0,0,20,39,<=50K
51,1,259646,14,0,3,4,4,0,0,0,40,39,<=50K
40,3,235743,12,0,3,4,4,1,0,0,45,39,<=50K
35,3,177449,13,2,12,0,4,1,0,1887,52,39,>50K
28,3,103432,9,4,14,3,4,1,0,0,45,32,>50K
51,5,275924,13,2,3,0,4,1,99999,0,50,26,>50K
34,3,162113,10,2,3,5,4,0,0,0,48,39,>50K
33,5,37232,11,0,2,1,4,1,10520,0,80,39,>50K
33,3,441949,10,4,5,3,4,1,0,0,24,39,<=50K
30,3,285855,5,2,2,0,4,1,0,0,40,39,<=50K
49,3,103123,13,2,5,0,4,1,0,0,40,39,>50K
46,3,207076,14,4,0,1,4,1,0,0,60,39,<=50K
38,5,36270,9,3,4,4,4,1,0,0,60,39,<=50K
43,3,206927,13,2,12,0,4,1,15024,0,50,39,>50K
32,3,236415,9,4,0,1,4,0,0,0,40,39,<=50K
26,3,108035,9,4,3,1,4,0,0,0,40,39,<=50K
21,3,225395,10,4,10,3,4,0,0,0,24,39,<=50K
28,6,140239,9,5,7,3,4,0,0,0,11,39,<=50K
36,3,338033,10,0,12,4,4,0,0,0,40,39,<=50K
55,3,314164,15,2,10,0,4,1,0,0,40,39,>50K
33,6,340899,16,2,13,0,4,1,0,0,45,39,>50K
49,3,102096,5,2,5,0,4,1,3781,0,40,39,<=50K
47,3,31141,14,2,13,0,4,1,0,0,40,39,>50K
62,3,312818,13,2,3,0,4,1,0,1902,1,39,>50K
42,1,270147,14,4,10,1,4,0,0,0,40,39,<=50K
41,3,97279,9,2,14,0,4,1,0,0,50,39,<=50K
48,5,31267,9,2,7,0,4,1,3411,0,70,39,<=50K
32,3,220066,10,4,12,1,4,0,0,0,40,39,<=50K
19,5,159269,9,4,7,3,4,1,0,0,53,41,<=50K
47,3,155107,9,2,13,0,4,1,0,0,40,39,<=50K
24,1,354351,9,2,2,0,4,1,0,0,60,39,>50K
18,3,129053,7,4,7,3,4,1,0,0,28,39,<=50K
49,3,192323,9,2,2,0,4,1,0,0,40,39,>50K
31,3,176244,9,2,0,5,4,0,0,0,35,39,<=50K
23,3,223019,10,2,0,5,4,0,0,0,40,39,<=50K
32,3,243243,9,2,0,0,4,1,0,0,77,39,<=50K
22,6,194630,10,4,10,3,4,1,0,0,10,39,<=50K
51,4,98980,9,3,3,1,4,1,0,0,99,39,>50K
39,3,223792,9,2,5,0,4,1,0,0,72,39,<=50K
31,3,415706,6,5,7,4,4,0,0,0,40,39,<=50K
38,1,68781,10,2,11,0,4,1,0,0,40,39,<=50K
68,4,113718,7,2,12,0,4,1,0,1258,40,39,<=50K
37,1,152587,10,4,2,1,4,1,0,0,40,39,<=50K
25,6,120268,10,2,2,3,4,1,0,0,50,39,>50K
37,3,52870,13,2,3,0,4,1,0,0,40,39,<=50K
55,1,193895,9,0,0,4,4,0,0,0,38,39,<=50K
32,3,239662,9,2,2,0,2,1,0,1579,36,39,<=50K
51,1,201040,14,2,10,0,4,1,0,0,40,26,>50K
36,6,25806,16,2,10,0,1,1,0,0,40,3,<=50K
46,3,130667,9,2,14,0,2,1,0,0,40,39,<=50K
55,3,141807,16,2,3,0,4,1,0,0,40,39,>50K
51,6,108037,16,0,3,1,4,0,0,0,40,39,<=50K
50,1,129311,9,2,14,0,4,1,0,0,40,39,<=50K
47,3,149218,9,2,3,0,4,1,0,0,65,39,<=50K
42,3,337276,10,2,14,0,4,1,0,0,40,39,>50K
48,1,24366,11,2,11,0,0,1,0,0,40,39,<=50K
35,4,49020,12,4,4,3,4,1,0,0,35,39,<=50K
36,3,165007,9,4,10,1,4,1,0,0,40,39,<=50K
31,3,83413,9,4,12,3,4,1,0,0,40,39,<=50K
45,3,103331,10,2,7,0,4,1,15024,0,44,39,>50K
56,3,142689,7,0,12,1,4,1,0,0,50,39,<=50K
36,3,398575,10,4,13,4,4,0,0,0,40,39,<=50K
26,3,166301,13,4,13,1,4,1,0,0,40,39,<=50K
37,3,53703,13,4,2,1,4,1,0,0,40,39,<=50K
38,3,274907,12,4,10,1,4,1,0,0,35,39,<=50K
34,3,226525,9,4,4,1,4,1,0,0,40,39,<=50K
29,3,36440,13,4,0,1,4,0,0,0,40,39,<=50K
37,3,81965,10,0,7,4,4,0,0,0,25,39,<=50K
52,3,111192,10,2,6,0,0,1,0,0,40,39,<=50K
20,3,214238,7,4,12,2,4,0,0,0,32,26,<=50K
43,3,115932,13,2,12,0,4,1,0,0,40,39,>50K
33,3,173730,14,2,10,0,4,1,0,0,40,39,<=50K
63,3,123157,9,2,5,0,4,1,0,0,40,39,<=50K
67,3,220283,9,0,12,1,4,0,0,0,20,39,<=50K
24,3,155066,11,4,12,1,4,1,0,0,40,39,<=50K
29,3,244246,10,4,2,4,4,1,0,0,40,31,<=50K
37,3,112264,9,2,12,0,4,1,0,0,40,39,<=50K
54,3,200450,10,2,12,0,4,1,0,0,60,39,<=50K
66,2,128609,9,0,8,1,2,1,0,0,40,39,>50K
57,3,340591,9,2,10,0,4,1,0,0,45,39,<=50K
36,1,43712,11,0,3,1,4,1,0,0,50,39,<=50K
41,3,316820,15,0,10,1,4,1,0,0,45,39,>50K
48,3,44142,10,2,0,0,4,1,0,0,45,39,<=50K
24,3,311311,13,4,6,1,4,1,0,0,65,39,<=50K
66,2,143417,11,2,8,0,4,1,0,0,45,39,<=50K
29,3,264166,10,4,0,1,4,0,0,0,60,26,<=50K
44,3,112656,9,2,0,5,4,0,0,0,20,39,<=50K
45,3,123844,9,0,7,3,4,0,0,0,60,39,<=50K
27,3,146760,10,4,7,3,2,0,0,0,40,39,<=50K
36,3,225516,13,2,3,0,2,1,0,0,40,39,>50K
36,3,114366,12,2,3,0,4,1,0,0,50,39,<=50K
32,6,199227,13,2,0,0,4,1,0,0,55,39,<=50K
18,3,299347,9,4,7,3,4,0,0,0,20,39,<=50K
39,3,74194,11,0,2,1,4,1,0,1721,45,39,<=50K
25,3,244408,9,2,3,3,1,0,0,0,40,30,<=50K
26,3,198289,8,4,4,2,4,1,0,0,40,33,<=50K
63,6,89451,15,2,10,0,4,1,0,0,40,39,>50K
50,1,149433,9,2,2,0,4,1,0,0,45,39,<=50K
17,3,34943,6,4,7,3,4,0,0,0,15,39,<=50K
46,4,40666,9,2,4,0,4,1,15024,0,40,39,>50K
34,3,329170,10,4,0,1,4,0,6849,0,70,39,<=50K
26,3,122999,13,4,10,1,4,1,0,0,45,39,<=50K
48,1,118972,6,2,14,0,4,1,0,0,40,39,<=50K
47,3,205068,15,2,10,0,4,1,0,1977,60,39,>50K
40,3,195124,9,2,2,0,4,1,0,0,40,4,<=50K
21,3,143184,10,4,7,3,4,0,0,0,40,39,<=50K
55,2,90290,9,0,8,1,4,1,0,0,40,39,<=50K
37,3,175232,13,2,10,0,4,1,0,0,40,39,>50K
41,3,319366,10,2,13,0,4,1,0,0,40,14,>50K
34,3,61559,9,4,2,1,4,1,0,0,35,39,<=50K
47,3,247869,10,5,14,4,4,1,0,0,50,39,>50K
39,3,204158,10,2,12,0,4,1,5178,0,60,39,>50K
36,3,239755,11,4,6,1,4,1,0,0,40,39,<=50K
29,3,198210,9,4,13,4,2,0,0,0,40,39,<=50K
46,1,190961,9,5,0,4,2,0,0,0,40,39,<=50K
27,3,110073,13,4,13,1,4,1,0,0,40,9,>50K
19,3,163885,9,4,6,3,4,0,0,0,40,39,<=50K
38,3,99783,11,2,7,5,4,0,0,1902,40,39,<=50K
18,3,430930,7,4,9,3,4,0,0,0,6,39,<=50K
54,3,200450,10,2,13,0,4,1,0,0,35,39,<=50K
33,3,226296,9,2,7,0,4,1,0,1672,50,39,<=50K
45,4,214690,10,5,0,1,4,1,0,0,40,39,<=50K
28,3,181008,13,2,3,0,4,1,0,0,50,9,>50K
26,1,345779,13,4,10,1,4,1,0,0,43,39,<=50K
26,3,58350,13,4,10,1,4,0,0,0,50,39,<=50K
41,3,164647,9,0,3,1,2,0,0,0,40,39,<=50K
21,3,142809,9,4,3,1,4,1,0,0,40,39,<=50K
38,3,105803,14,2,10,0,4,1,0,0,40,39,>50K
26,3,195067,13,2,12,0,4,1,0,0,40,39,<=50K
49,3,289964,10,5,12,1,4,1,0,0,50,39,<=50K
26,3,194813,10,2,6,0,4,1,0,0,40,39,<=50K
43,4,303211,9,4,3,3,4,1,0,0,40,39,<=50K
22,3,37932,10,4,12,1,4,1,0,0,25,39,<=50K
73,5,268832,9,2,4,0,4,1,0,0,45,39,<=50K
25,3,189897,9,4,2,1,4,1,0,0,40,39,<=50K
36,3,635913,9,3,7,1,2,1,0,0,40,39,<=50K
25,2,296228,10,4,8,4,3,0,0,0,42,39,<=50K
42,5,138162,13,2,3,0,4,1,0,0,45,39,<=50K
54,5,164757,11,2,2,0,4,1,0,0,16,39,<=50K
33,3,236013,12,2,3,5,4,0,0,0,55,39,>50K
48,3,85384,13,2,3,0,4,1,7688,0,40,39,>50K
52,5,30008,14,2,4,0,4,1,0,0,45,39,<=50K
23,6,209744,9,4,0,1,4,1,0,0,38,39,<=50K
25,3,161027,9,4,12,3,4,1,0,0,40,39,<=50K
54,3,131662,10,0,0,1,4,0,0,0,40,11,<=50K
47,3,115971,10,2,2,0,4,1,0,0,40,39,>50K
21,3,88373,9,2,7,2,4,0,0,0,16,39,<=50K
45,0,211399,14,2,3,0,4,1,7298,0,40,39,>50K
22,1,273989,13,4,10,1,4,1,0,0,40,39,<=50K
27,3,124614,9,4,12,1,4,0,0,0,40,39,<=50K
51,3,263439,13,2,5,0,4,1,0,0,40,39,<=50K
56,5,19896,10,2,12,5,4,0,0,0,60,39,>50K
31,3,229732,9,4,2,2,4,1,0,0,50,39,<=50K
59,2,169611,10,2,8,5,4,0,7298,0,12,39,>50K
36,3,220237,14,0,3,1,4,1,0,0,50,12,>50K
46,5,130779,11,2,4,0,4,1,0,0,48,39,>50K
24,3,152540,13,0,14,4,4,0,0,0,40,39,<=50K
47,3,168330,9,2,2,0,4,1,2829,0,40,39,<=50K
29,3,485944,13,4,12,3,2,1,0,0,40,39,<=50K
34,3,199539,11,2,2,0,4,1,0,0,48,39,>50K
26,3,210521,9,2,2,0,4,1,0,0,42,39,>50K
19,3,244175,7,4,12,3,4,1,0,0,25,39,<=50K
42,3,223763,14,2,0,0,4,1,0,0,40,39,>50K
56,5,183580,13,2,2,0,4,1,0,0,30,0,<=50K
42,3,63596,9,0,7,1,4,0,0,0,30,39,<=50K
35,3,108540,9,2,2,0,4,1,3137,0,40,39,<=50K
43,5,116632,11,2,12,0,4,1,0,1887,45,39,>50K
17,3,175414,9,4,7,3,4,0,0,0,15,39,<=50K
38,0,290624,11,4,0,1,4,0,0,0,40,39,<=50K
33,3,557805,11,4,12,2,4,0,0,0,40,8,<=50K
20,3,19410,9,4,7,4,0,0,0,0,40,39,<=50K
48,3,206357,9,0,0,4,4,0,0,0,44,39,<=50K
38,3,216385,9,2,6,0,2,1,0,1740,40,14,<=50K
46,3,120131,13,2,3,0,4,1,3103,0,40,39,>50K
72,3,131699,10,6,0,1,4,0,0,0,6,39,<=50K
30,5,157778,9,4,2,4,4,1,0,0,40,39,<=50K
31,3,302679,9,2,2,0,4,1,0,0,40,39,<=50K
29,3,133292,10,4,0,3,2,1,0,0,40,39,<=50K
61,3,72442,9,2,2,0,4,1,0,0,40,39,>50K
42,5,43909,14,0,10,1,4,0,0,0,32,39,<=50K
23,3,108307,9,4,4,3,4,1,0,0,40,39,<=50K
20,1,87467,10,4,10,3,4,0,0,0,18,39,<=50K
42,6,99185,9,4,0,1,4,0,0,0,38,39,<=50K
27,0,37274,9,4,2,3,4,1,0,0,20,39,<=50K
44,5,342434,13,2,2,0,4,1,0,0,50,39,>50K
62,5,234372,14,2,12,0,4,1,0,0,40,39,<=50K
66,4,107627,9,2,12,0,4,1,0,0,60,39,>50K
22,2,377725,13,4,8,1,4,0,0,0,23,39,<=50K
32,3,30271,9,0,0,4,4,0,0,0,45,39,<=50K
30,3,368570,9,2,0,0,4,1,0,0,50,39,<=50K
43,3,316820,12,2,3,0,4,1,7688,0,40,39,>50K
56,6,176538,12,4,0,1,4,0,0,0,45,39,<=50K
31,3,82393,10,2,7,2,1,1,0,0,30,30,<=50K
46,3,318259,10,5,13,4,4,0,0,0,55,39,<=50K
45,3,157980,9,0,0,4,4,0,0,0,32,39,<=50K
41,3,173981,9,2,7,0,4,1,0,0,40,0,<=50K
52,0,165050,9,4,0,1,4,1,0,0,48,39,>50K
19,3,303652,9,4,12,4,4,0,0,0,30,39,<=50K
34,3,393376,9,4,7,4,4,0,0,0,40,39,<=50K
57,4,121912,13,0,3,1,4,1,0,0,50,39,>50K
30,3,351770,5,0,7,4,4,0,0,0,38,39,<=50K
39,5,198841,13,2,10,0,4,1,0,0,60,2,>50K
41,1,139160,13,0,10,1,2,1,0,0,40,39,<=50K
21,2,214810,10,4,8,3,4,0,0,0,25,39,<=50K
31,3,137385,10,4,13,1,2,0,0,0,50,39,<=50K
39,3,86643,13,0,3,1,4,1,27828,0,55,39,>50K
20,3,200089,7,4,4,2,4,1,0,0,36,8,<=50K
26,3,219199,9,2,14,0,4,1,0,0,50,39,>50K
36,3,142711,9,5,6,1,4,1,0,0,40,33,<=50K
29,3,626493,13,4,3,1,4,1,0,0,40,39,<=50K
24,3,177125,10,2,14,0,4,1,0,0,60,39,<=50K
28,6,181776,13,4,10,1,4,0,0,1876,70,39,<=50K
36,3,257250,9,2,12,0,4,1,0,0,35,39,<=50K
42,3,444134,9,2,14,0,4,1,0,0,40,39,<=50K
18,2,24688,9,4,8,1,4,1,0,0,40,39,<=50K
34,1,33731,10,2,14,0,4,1,0,0,40,39,>50K
27,3,209443,13,1,12,5,4,0,0,0,40,39,<=50K
39,3,140854,9,2,14,0,4,1,0,1902,60,39,>50K
50,3,330142,10,2,7,0,4,1,0,0,44,39,<=50K
26,3,29488,15,4,10,1,4,1,0,0,40,39,>50K
52,3,279129,14,2,3,0,4,1,0,0,60,39,>50K
32,3,177940,12,4,6,3,2,1,0,0,48,39,<=50K
19,3,391403,10,4,0,3,4,1,0,0,30,39,<=50K
36,3,334365,7,2,14,0,4,1,0,0,60,39,<=50K
28,3,171356,10,4,12,3,4,1,0,0,55,39,<=50K
45,3,71145,13,0,3,4,4,1,0,0,45,39,>50K
25,3,36943,12,0,7,1,4,0,0,0,32,39,<=50K
42,3,285787,12,4,10,3,4,1,0,0,40,39,<=50K
24,3,433580,10,2,0,0,4,1,0,0,40,39,<=50K
55,5,50197,5,2,4,0,4,1,0,0,30,39,<=50K
59,6,139611,15,2,10,0,1,1,0,1977,40,19,>50K
31,3,187802,10,0,7,1,4,0,0,0,40,39,<=50K
28,3,241431,8,2,5,0,4,1,0,0,40,39,<=50K
30,3,121775,13,2,4,0,4,1,0,0,40,39,<=50K
19,3,136758,10,4,13,3,4,0,0,0,10,39,<=50K
22,3,493034,9,4,7,3,2,1,0,0,40,39,<=50K
20,3,132139,6,4,5,3,4,1,0,0,30,39,<=50K
50,5,100109,7,0,2,4,4,1,0,0,40,0,<=50K
23,3,198861,13,4,3,3,4,1,0,1669,40,39,<=50K
19,3,273226,7,4,13,3,4,1,0,0,40,39,<=50K
19,3,323054,9,4,12,1,1,1,0,0,30,39,<=50K
22,3,284895,10,2,3,0,4,1,0,0,55,39,<=50K
21,3,191324,10,4,7,3,4,1,0,0,25,39,<=50K
53,3,92565,14,2,10,0,1,1,0,0,40,39,>50K
46,3,234690,13,2,0,0,4,1,0,0,40,5,>50K
20,3,258509,9,4,6,3,2,1,0,0,40,39,<=50K
42,6,178897,14,0,10,4,4,0,1151,0,40,39,<=50K
65,3,220788,14,4,10,1,4,1,0,0,60,39,<=50K
55,3,376548,9,2,11,0,4,1,0,0,40,39,<=50K
18,3,228592,9,4,14,3,4,1,0,0,18,39,<=50K
33,1,177216,9,2,14,0,2,1,0,0,40,39,<=50K
33,2,211743,9,2,8,0,4,1,0,0,21,39,<=50K
21,3,23813,6,0,2,1,0,1,0,0,40,39,<=50K
47,3,195688,9,2,0,5,4,0,0,0,40,39,<=50K
26,3,124953,9,4,13,1,4,1,0,0,40,0,<=50K
34,3,129775,9,0,14,1,4,1,0,0,40,39,<=50K
22,3,339644,9,3,0,2,4,0,0,0,40,39,<=50K
61,3,149648,7,6,6,1,4,0,0,0,40,39,<=50K
18,3,336523,8,4,7,2,2,1,0,0,20,39,<=50K
39,6,222530,10,4,10,1,2,0,0,1590,40,39,<=50K
49,4,140644,13,2,12,0,4,1,5013,0,45,39,<=50K
31,3,265201,9,4,0,1,4,0,0,0,40,11,<=50K
47,3,135246,7,4,2,4,4,1,0,0,40,39,<=50K
36,3,89202,11,2,3,0,4,1,0,0,50,39,>50K
25,3,296394,9,4,6,4,2,1,0,0,45,39,<=50K
50,1,66544,14,0,10,4,4,0,0,0,65,39,<=50K
41,5,165815,9,4,4,1,4,1,0,0,40,39,<=50K
18,3,187722,10,4,7,3,4,0,0,0,20,39,<=50K
38,1,187046,9,2,11,0,4,1,0,0,40,39,>50K
38,3,397877,13,2,3,0,4,1,15024,0,50,39,>50K
37,3,258827,13,2,12,0,4,1,0,0,50,39,>50K
19,3,119529,10,4,7,3,4,0,0,0,15,39,<=50K
22,3,97212,9,4,7,1,4,0,0,0,15,39,<=50K
19,3,47235,10,4,7,1,4,0,0,0,75,39,<=50K
56,3,359972,10,0,2,1,4,1,0,0,40,39,<=50K
20,3,97212,10,2,12,5,4,0,0,0,30,39,<=50K
52,1,72036,11,2,0,0,4,1,0,0,25,39,<=50K
35,3,174938,9,2,0,0,4,1,0,0,40,39,<=50K
29,3,201404,9,4,6,1,4,1,0,0,56,39,<=50K
23,3,234791,10,4,7,4,4,0,0,0,36,39,<=50K
33,6,85632,10,2,0,5,4,0,0,0,40,39,<=50K
36,3,127388,12,2,12,5,4,0,0,0,40,39,<=50K
21,3,116657,9,4,3,3,4,1,0,0,40,39,<=50K
19,2,194608,10,4,8,3,4,0,0,0,10,39,<=50K
28,3,108706,7,4,5,3,4,0,0,0,20,39,<=50K
19,3,158343,10,4,7,3,4,0,0,0,12,39,<=50K
51,3,914061,9,0,2,1,4,1,0,0,50,39,<=50K
38,3,190174,10,2,0,5,4,0,0,0,30,39,<=50K
19,3,456736,10,4,7,1,4,1,0,0,35,39,<=50K
46,4,167882,11,0,3,1,4,0,8614,0,70,39,>50K
42,4,557349,13,2,3,0,4,1,0,0,70,39,<=50K
19,3,310483,8,4,7,3,4,1,0,0,25,39,<=50K
29,3,78261,9,5,11,1,4,1,0,0,55,39,<=50K
39,3,172571,14,2,3,0,4,1,0,0,45,39,>50K
21,3,230229,9,4,5,2,4,1,0,0,40,26,<=50K
30,3,183017,9,0,6,3,4,1,0,0,40,39,<=50K
38,5,230329,9,2,12,0,4,1,0,0,48,39,<=50K
47,3,46537,9,4,7,1,4,0,0,0,40,39,<=50K
46,3,190482,9,0,2,1,4,1,0,0,40,39,<=50K
20,6,113588,9,4,13,3,4,0,0,0,24,39,<=50K
46,5,246891,15,4,10,1,4,1,0,0,99,39,>50K
35,3,141420,9,2,14,1,4,1,0,0,40,39,<=50K
32,3,197325,9,2,2,0,4,1,0,0,40,39,<=50K
22,3,443336,10,4,7,1,4,0,0,0,25,39,<=50K
37,3,66304,5,2,11,0,4,1,0,0,16,39,<=50K
25,3,180783,9,0,2,3,4,1,0,0,10,39,<=50K
38,1,218763,14,5,10,4,4,0,0,0,40,39,<=50K
39,0,388252,13,4,13,3,2,1,0,0,40,39,<=50K
22,3,55614,9,4,5,4,4,1,0,0,40,39,<=50K
25,3,307643,12,2,2,0,4,1,3103,0,45,39,>50K
18,2,33241,10,4,8,3,4,0,0,0,40,39,<=50K
25,1,58065,13,2,10,5,4,0,0,0,50,39,<=50K
65,6,172348,9,6,0,4,4,0,0,0,20,39,<=50K
72,3,138790,9,2,0,0,4,1,0,0,30,39,<=50K
25,6,117393,13,2,3,5,4,0,0,0,38,39,<=50K
22,3,227220,10,4,10,1,4,0,0,0,40,39,<=50K
36,3,241306,10,2,2,0,4,1,0,0,40,39,>50K
27,3,189565,10,4,13,1,4,1,0,0,40,39,<=50K
33,4,182714,13,4,10,1,4,0,0,0,40,39,<=50K
28,3,113839,10,2,12,0,4,1,0,0,40,39,<=50K
30,3,92531,13,2,0,0,4,1,0,0,40,39,>50K
24,3,119629,10,4,12,1,4,0,0,0,37,39,<=50K
26,3,322585,9,4,12,3,4,1,0,0,40,39,<=50K
38,3,277347,10,2,2,0,4,1,0,0,40,39,<=50K
38,3,149347,9,2,2,0,4,1,0,0,40,39,>50K
75,3,207116,9,3,7,1,4,1,0,0,40,39,<=50K
35,3,174077,10,0,13,4,4,0,0,0,32,39,<=50K
50,3,22418,9,2,2,0,4,1,0,0,40,39,<=50K
23,5,255252,7,4,5,1,4,1,0,0,40,39,<=50K
74,3,159138,9,6,7,1,4,0,0,0,12,39,<=50K
38,3,414991,9,2,14,0,4,1,0,0,40,39,>50K
43,3,282678,9,0,3,1,4,0,0,0,60,39,<=50K
53,0,164195,10,2,13,0,4,1,4386,0,40,39,>50K
21,3,143436,9,4,14,1,4,1,0,0,40,39,<=50K
33,3,202046,9,2,6,0,4,1,0,0,40,2,<=50K
21,2,202214,10,4,8,3,4,0,0,1721,40,39,<=50K
23,1,307267,13,4,10,1,4,0,0,0,10,39,<=50K
49,3,144514,9,2,0,0,4,1,0,0,40,39,<=50K
62,3,155913,12,2,2,0,4,1,0,0,40,39,>50K
17,3,206383,7,4,5,3,4,1,0,0,17,39,<=50K
25,3,233994,9,2,6,0,4,1,0,0,50,39,<=50K
33,5,123291,9,2,14,0,4,1,0,0,50,39,<=50K
34,5,195602,9,2,2,0,4,1,0,0,55,39,<=50K
20,3,151888,10,4,2,3,4,1,0,0,40,39,<=50K
52,3,103995,9,2,12,5,4,0,0,0,40,39,<=50K
31,3,263796,6,2,14,0,4,1,0,0,50,39,<=50K
35,3,111499,9,2,10,0,4,1,0,0,40,39,<=50K
28,3,202222,13,4,12,1,4,1,0,0,40,39,<=50K
31,3,230246,13,4,12,1,4,1,0,0,40,39,<=50K
36,3,37778,9,2,3,0,4,1,0,0,48,39,<=50K
17,3,144752,6,4,5,3,0,1,0,0,20,39,<=50K
27,3,220931,9,0,0,4,4,0,0,0,32,39,<=50K
38,0,68840,10,2,3,0,4,1,0,0,40,39,>50K
38,3,205339,5,2,6,0,4,1,0,0,40,39,<=50K
44,3,172837,9,2,0,0,2,1,0,0,52,39,>50K
41,6,159131,10,2,0,0,2,1,0,0,40,39,<=50K
30,3,207284,9,2,6,0,4,1,0,0,40,39,<=50K
20,3,350824,10,4,12,3,4,0,0,0,20,39,<=50K
70,2,116080,16,2,8,0,4,1,0,0,2,39,>50K
39,5,183081,14,4,12,1,4,1,0,0,60,39,>50K
37,5,177974,9,2,4,0,4,1,3942,0,99,39,<=50K
63,3,192849,13,0,7,1,4,0,0,0,10,39,<=50K
18,3,169882,7,4,5,3,4,0,0,0,12,39,<=50K
21,3,137320,10,4,0,3,2,1,0,0,20,39,<=50K
34,3,251521,14,2,10,5,4,0,0,0,40,39,>50K
17,3,329791,8,4,5,3,4,1,0,0,25,39,<=50K
32,3,261319,10,2,2,0,4,1,0,0,50,39,>50K
37,1,343052,9,5,0,4,4,0,0,0,40,39,<=50K
28,3,53271,9,4,14,2,4,1,0,0,38,39,<=50K
